Iteration,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
297,WBGene00004058,WBGene00018523,WBGene00001851,WBGene00015061,WBGene00020163,WBGene00018044,WBGene00022045,WBGene00017311,WBGene00018904,WBGene00015922,0.885151696,0.283791551
298,WBGene00011309,WBGene00001236,WBGene00019164,WBGene00017201,WBGene00004091,WBGene00016585,WBGene00000767,WBGene00009787,WBGene00016782,WBGene00009820,0.831176142,0.362437778
299,WBGene00011044,WBGene00016093,WBGene00019017,WBGene00003995,WBGene00017201,WBGene00019141,WBGene00013674,WBGene00020311,WBGene00000411,WBGene00022251,0.848384669,0.313179749
300,WBGene00017874,WBGene00006404,WBGene00016419,WBGene00003928,WBGene00009048,WBGene00017589,WBGene00013792,WBGene00001604,WBGene00016411,WBGene00012337,0.837376697,0.238705036
301,WBGene00012802,WBGene00002056,WBGene00002850,WBGene00018602,WBGene00003986,WBGene00021495,WBGene00006307,WBGene00013263,WBGene00001585,WBGene00303011,0.829479299,0.142311035
302,WBGene00015849,WBGene00016353,WBGene00019373,WBGene00015735,WBGene00020823,WBGene00006508,WBGene00001436,WBGene00004058,WBGene00017158,WBGene00016500,0.798854388,0.347941588
303,WBGene00011573,WBGene00011044,WBGene00012903,WBGene00004927,WBGene00007807,WBGene00021531,WBGene00019164,WBGene00006824,WBGene00018013,WBGene00007878,0.842475271,0.312554279
304,WBGene00018758,WBGene00009787,WBGene00017201,WBGene00022821,WBGene00019730,WBGene00006609,WBGene00021638,WBGene00018951,WBGene00015488,WBGene00012982,0.854932621,0.354801472
305,WBGene00004058,WBGene00015061,WBGene00022599,WBGene00022150,WBGene00006649,WBGene00016391,WBGene00011741,WBGene00009588,WBGene00018044,WBGene00015164,0.869718532,0.293080437
306,WBGene00015061,WBGene00020783,WBGene00009723,WBGene00004058,WBGene00000179,WBGene00015450,WBGene00011664,WBGene00014999,WBGene00009574,WBGene00004172,0.875106207,0.289203144
307,WBGene00011573,WBGene00001564,WBGene00012179,WBGene00086546,WBGene00011513,WBGene00022786,WBGene00012019,WBGene00019060,WBGene00018208,WBGene00003171,0.804333323,0.320336546
308,WBGene00016987,WBGene00017402,WBGene00012982,WBGene00013895,WBGene00000168,WBGene00002335,WBGene00021051,WBGene00009027,WBGene00015698,WBGene00021545,0.837725297,0.16380296
309,WBGene00012802,WBGene00021813,WBGene00003602,WBGene00010834,WBGene00014088,WBGene00006351,WBGene00015759,WBGene00020993,WBGene00018393,WBGene00022191,0.85554499,0.326161682
310,WBGene00018602,WBGene00008147,WBGene00010048,WBGene00000168,WBGene00006460,WBGene00011917,WBGene00019373,WBGene00008585,WBGene00013554,WBGene00013109,0.863550277,0.215106781
311,WBGene00004058,WBGene00015061,WBGene00011410,WBGene00015733,WBGene00011688,WBGene00015456,WBGene00000835,WBGene00303019,WBGene00011034,WBGene00013248,0.838485401,0.249691224
312,WBGene00009787,WBGene00016419,WBGene00015056,WBGene00012982,WBGene00010704,WBGene00010902,WBGene00017640,WBGene00000259,WBGene00001578,WBGene00045038,0.844715083,0.379917681
313,WBGene00013529,WBGene00022493,WBGene00016987,WBGene00022253,WBGene00003084,WBGene00020756,WBGene00002131,WBGene00020852,WBGene00021818,WBGene00021637,0.813388231,0.195558613
314,WBGene00008741,WBGene00021043,WBGene00000838,WBGene00017881,WBGene00017874,WBGene00017640,WBGene00206362,WBGene00020806,WBGene00008953,WBGene00013241,0.874014022,0.13380426
315,WBGene00009992,WBGene00004058,WBGene00016419,WBGene00014036,WBGene00021884,WBGene00016965,WBGene00022031,WBGene00000795,WBGene00003835,WBGene00011573,0.824578051,0.417434149
316,WBGene00022077,WBGene00008041,WBGene00019373,WBGene00009812,WBGene00003090,WBGene00010212,WBGene00007228,WBGene00016174,WBGene00011156,WBGene00020446,0.783329798,0.255989955
317,WBGene00012700,WBGene00021813,WBGene00007807,WBGene00022297,WBGene00009787,WBGene00002060,WBGene00004979,WBGene00008254,WBGene00009218,WBGene00015759,0.828520197,0.217124877
318,WBGene00011573,WBGene00004058,WBGene00017201,WBGene00007217,WBGene00020738,WBGene00020317,WBGene00010951,WBGene00012982,WBGene00021714,WBGene00010619,0.852355465,0.460502198
319,WBGene00017123,WBGene00014176,WBGene00004058,WBGene00018523,WBGene00015462,WBGene00020475,WBGene00001559,WBGene00011486,WBGene00002021,WBGene00013765,0.819586661,0.318512783
320,WBGene00011573,WBGene00020029,WBGene00013241,WBGene00004831,WBGene00007055,WBGene00009734,WBGene00012337,WBGene00003129,WBGene00012136,WBGene00020025,0.777799264,0.341563802
321,WBGene00019017,WBGene00011044,WBGene00004489,WBGene00022367,WBGene00022077,WBGene00015061,WBGene00001856,WBGene00006359,WBGene00012998,WBGene00006568,0.861664011,0.299240032
322,WBGene00018602,WBGene00021628,WBGene00011573,WBGene00021783,WBGene00013025,WBGene00011361,WBGene00007976,WBGene00018672,WBGene00001182,WBGene00004058,0.806319229,0.314860378
323,WBGene00011044,WBGene00000444,WBGene00017968,WBGene00021043,WBGene00007175,WBGene00000097,WBGene00022253,WBGene00006477,WBGene00018349,WBGene00003927,0.837437661,0.267517797
324,WBGene00022077,WBGene00009369,WBGene00016449,WBGene00011573,WBGene00011044,WBGene00017881,WBGene00011923,WBGene00016717,WBGene00012468,WBGene00013683,0.80250526,0.251661351
325,WBGene00004136,WBGene00009992,WBGene00015756,WBGene00008456,WBGene00011573,WBGene00015282,WBGene00003837,WBGene00022786,WBGene00012407,WBGene00016353,0.813575654,0.274051769
326,WBGene00022092,WBGene00015658,WBGene00010063,WBGene00017201,WBGene00019141,WBGene00020589,WBGene00012156,WBGene00016606,WBGene00006489,WBGene00012002,0.840538229,0.248634571
327,WBGene00007312,WBGene00011573,WBGene00013550,WBGene00008710,WBGene00000835,WBGene00000444,WBGene00006789,WBGene00022198,WBGene00000165,WBGene00011106,0.808779693,0.32180363
328,WBGene00017123,WBGene00011573,WBGene00012462,WBGene00022077,WBGene00001234,WBGene00018516,WBGene00006395,WBGene00018044,WBGene00021043,WBGene00006510,0.800012577,0.342200269
329,WBGene00008777,WBGene00009787,WBGene00045433,WBGene00000768,WBGene00015056,WBGene00012468,WBGene00014258,WBGene00018044,WBGene00019240,WBGene00007197,0.807704388,0.210140845
330,WBGene00011573,WBGene00021512,WBGene00000520,WBGene00011094,WBGene00010459,WBGene00015866,WBGene00016261,WBGene00021810,WBGene00016458,WBGene00017082,0.888978129,0.240719823
331,WBGene00016987,WBGene00008741,WBGene00017201,WBGene00001745,WBGene00000835,WBGene00018010,WBGene00020630,WBGene00020446,WBGene00003480,WBGene00012476,0.836728114,0.370732494
332,WBGene00021043,WBGene00018611,WBGene00009787,WBGene00021956,WBGene00015056,WBGene00020247,WBGene00013177,WBGene00011859,WBGene00021689,WBGene00004826,0.857315811,0.336679955
333,WBGene00007807,WBGene00003090,WBGene00019943,WBGene00015456,WBGene00015735,WBGene00000199,WBGene00021495,WBGene00013275,WBGene00006608,WBGene00010480,0.838575263,0.241333028
334,WBGene00011573,WBGene00018700,WBGene00000121,WBGene00000373,WBGene00019766,WBGene00021043,WBGene00009007,WBGene00009723,WBGene00018893,WBGene00003394,0.863339602,0.334935489
335,WBGene00001239,WBGene00004058,WBGene00015061,WBGene00022045,WBGene00017158,WBGene00021044,WBGene00020897,WBGene00000514,WBGene00016585,WBGene00000163,0.85907922,0.232490677
336,WBGene00016566,WBGene00016811,WBGene00004736,WBGene00018290,WBGene00013302,WBGene00022172,WBGene00016654,WBGene00000227,WBGene00017398,WBGene00000422,0.838280749,0.113824038
337,WBGene00019373,WBGene00004058,WBGene00017201,WBGene00021813,WBGene00021073,WBGene00001564,WBGene00015330,WBGene00001911,WBGene00009448,WBGene00000671,0.826267195,0.367623054
338,WBGene00012982,WBGene00219275,WBGene00013080,WBGene00013181,WBGene00016434,WBGene00007807,WBGene00014027,WBGene00007886,WBGene00012552,WBGene00009787,0.863232722,0.244016878
339,WBGene00011573,WBGene00004704,WBGene00018044,WBGene00018349,WBGene00013210,WBGene00000671,WBGene00001977,WBGene00018523,WBGene00000917,WBGene00003621,0.856844035,0.112552365
340,WBGene00017874,WBGene00006710,WBGene00015057,WBGene00008777,WBGene00017768,WBGene00018305,WBGene00007877,WBGene00011803,WBGene00008710,WBGene00016093,0.850076895,0.213618692
341,WBGene00045433,WBGene00006911,WBGene00016860,WBGene00016192,WBGene00017201,WBGene00004212,WBGene00013683,WBGene00019766,WBGene00001371,WBGene00010565,0.824407515,0.246747915
342,WBGene00004454,WBGene00016419,WBGene00001501,WBGene00011044,WBGene00001753,WBGene00021810,WBGene00012983,WBGene00007545,WBGene00018611,WBGene00012156,0.847421482,0.300454281
343,WBGene00011044,WBGene00014177,WBGene00007964,WBGene00006483,WBGene00016585,WBGene00022862,WBGene00000211,WBGene00008089,WBGene00019987,WBGene00015313,0.802705196,0.129288831
344,WBGene00011044,WBGene00001501,WBGene00021810,WBGene00001814,WBGene00019673,WBGene00011573,WBGene00020915,WBGene00022297,WBGene00021512,WBGene00010274,0.824808832,0.296262455
345,WBGene00011573,WBGene00012700,WBGene00013235,WBGene00020894,WBGene00018187,WBGene00020163,WBGene00013481,WBGene00000761,WBGene00000444,WBGene00003965,0.805724042,0.252550013
346,WBGene00011573,WBGene00011044,WBGene00007615,WBGene00021810,WBGene00022366,WBGene00000020,WBGene00016990,WBGene00001325,WBGene00019220,WBGene00021733,0.861275145,0.212915613
347,WBGene00001851,WBGene00015061,WBGene00004058,WBGene00004781,WBGene00020933,WBGene00019827,WBGene00016705,WBGene00000620,WBGene00011936,WBGene00016303,0.857400967,0.334300822
348,WBGene00011044,WBGene00010048,WBGene00019017,WBGene00012700,WBGene00016947,WBGene00021830,WBGene00011258,WBGene00003242,WBGene00000422,WBGene00002023,0.820656987,0.449093251
349,WBGene00011573,WBGene00012802,WBGene00002130,WBGene00012897,WBGene00007628,WBGene00018615,WBGene00017201,WBGene00007698,WBGene00018904,WBGene00006827,0.809873508,0.23718142
350,WBGene00011044,WBGene00010048,WBGene00016195,WBGene00008925,WBGene00006721,WBGene00020463,WBGene00003421,WBGene00019615,WBGene00015852,WBGene00013325,0.839954703,0.225232328
351,WBGene00006476,WBGene00004058,WBGene00014230,WBGene00021247,WBGene00010681,WBGene00007458,WBGene00016567,WBGene00004506,WBGene00020630,WBGene00004831,0.810135917,0.315918789
352,WBGene00001983,WBGene00015056,WBGene00011561,WBGene00021636,WBGene00000444,WBGene00020392,WBGene00009246,WBGene00020498,WBGene00020718,WBGene00019544,0.843597172,0.218672967
353,WBGene00009992,WBGene00014057,WBGene00012478,WBGene00010048,WBGene00008741,WBGene00006829,WBGene00009207,WBGene00016965,WBGene00006321,WBGene00016121,0.863876577,0.175115971
354,WBGene00012982,WBGene00009787,WBGene00000273,WBGene00022253,WBGene00004916,WBGene00006692,WBGene00003480,WBGene00022195,WBGene00011300,WBGene00003129,0.87915892,0.298199892
355,WBGene00021635,WBGene00011733,WBGene00003090,WBGene00007807,WBGene00012156,WBGene00009469,WBGene00009823,WBGene00001243,WBGene00003577,WBGene00006603,0.851390311,0.254931025
356,WBGene00001390,WBGene00000183,WBGene00017201,WBGene00018717,WBGene00016966,WBGene00015697,WBGene00001371,WBGene00018781,WBGene00022306,WBGene00010063,0.835926345,0.20007898
357,WBGene00018010,WBGene00011044,WBGene00011573,WBGene00017201,WBGene00021512,WBGene00020823,WBGene00003837,WBGene00022413,WBGene00011538,WBGene00015104,0.851642233,0.331025523
358,WBGene00004058,WBGene00015061,WBGene00000205,WBGene00044294,WBGene00011044,WBGene00021247,WBGene00022292,WBGene00017659,WBGene00014141,WBGene00020135,0.857907471,0.394906312
359,WBGene00017123,WBGene00044083,WBGene00004201,WBGene00007964,WBGene00013241,WBGene00022199,WBGene00003391,WBGene00013659,WBGene00044019,WBGene00001620,0.859662625,0.194297782
360,WBGene00018700,WBGene00020163,WBGene00021810,WBGene00015658,WBGene00014244,WBGene00010436,WBGene00009628,WBGene00018729,WBGene00009943,WBGene00004477,0.817649617,0.357778993
361,WBGene00015245,WBGene00004058,WBGene00018523,WBGene00013339,WBGene00015056,WBGene00011875,WBGene00000266,WBGene00010436,WBGene00006567,WBGene00017952,0.858177201,0.222432312
362,WBGene00016987,WBGene00004058,WBGene00017201,WBGene00009207,WBGene00018718,WBGene00008204,WBGene00006605,WBGene00021043,WBGene00022398,WBGene00045483,0.844734739,0.423632186
363,WBGene00001371,WBGene00007107,WBGene00011573,WBGene00021714,WBGene00021112,WBGene00003932,WBGene00021595,WBGene00009992,WBGene00010882,WBGene00008441,0.823555364,0.253506966
364,WBGene00013225,WBGene00010048,WBGene00017362,WBGene00003967,WBGene00021043,WBGene00006591,WBGene00012998,WBGene00012951,WBGene00006442,WBGene00004348,0.866216151,0.175274984
365,WBGene00011573,WBGene00012903,WBGene00019373,WBGene00011298,WBGene00007517,WBGene00007932,WBGene00007807,WBGene00016419,WBGene00016782,WBGene00019677,0.812317361,0.359402708
366,WBGene00004058,WBGene00019373,WBGene00008218,WBGene00021247,WBGene00000815,WBGene00006476,WBGene00007282,WBGene00011309,WBGene00007168,WBGene00011732,0.860026955,0.304735077
367,WBGene00013225,WBGene00011312,WBGene00020163,WBGene00010966,WBGene00010958,WBGene00016192,WBGene00018702,WBGene00020408,WBGene00008296,WBGene00022848,0.82314819,0.241834846
368,WBGene00019373,WBGene00019018,WBGene00007332,WBGene00003391,WBGene00000797,WBGene00001650,WBGene00017002,WBGene00013436,WBGene00021629,WBGene00003612,0.824869974,0.191154159
369,WBGene00014253,WBGene00012802,WBGene00011367,WBGene00013554,WBGene00002021,WBGene00003958,WBGene00022666,WBGene00010734,WBGene00008769,WBGene00015061,0.82560065,0.269012587
370,WBGene00045483,WBGene00018259,WBGene00010790,WBGene00003045,WBGene00016980,WBGene00015759,WBGene00004198,WBGene00017547,WBGene00022474,WBGene00009329,0.83479159,0.085233326
371,WBGene00011044,WBGene00004058,WBGene00012337,WBGene00012476,WBGene00015156,WBGene00003090,WBGene00044025,WBGene00001250,WBGene00008777,WBGene00021515,0.815580349,0.239490292
372,WBGene00016419,WBGene00012982,WBGene00022253,WBGene00011029,WBGene00010436,WBGene00019946,WBGene00018667,WBGene00021366,WBGene00010918,WBGene00000620,0.812342589,0.306990565
373,WBGene00009007,WBGene00022413,WBGene00001604,WBGene00012903,WBGene00011573,WBGene00019479,WBGene00012719,WBGene00018508,WBGene00011691,WBGene00015853,0.799044103,0.2562616
374,WBGene00011044,WBGene00010002,WBGene00016419,WBGene00015928,WBGene00011573,WBGene00013241,WBGene00002997,WBGene00007207,WBGene00015793,WBGene00013716,0.818822559,0.358991801
375,WBGene00012700,WBGene00004479,WBGene00000815,WBGene00015011,WBGene00017625,WBGene00009621,WBGene00086569,WBGene00001243,WBGene00017547,WBGene00018339,0.820809631,0.30073243
376,WBGene00015056,WBGene00007197,WBGene00009992,WBGene00016419,WBGene00012982,WBGene00011059,WBGene00000609,WBGene00020630,WBGene00255714,WBGene00015943,0.83733047,0.377267801
377,WBGene00011573,WBGene00015056,WBGene00011044,WBGene00013672,WBGene00019017,WBGene00011664,WBGene00021698,WBGene00006893,WBGene00007090,WBGene00004767,0.809126092,0.355008386
378,WBGene00020091,WBGene00018240,WBGene00004058,WBGene00008440,WBGene00020163,WBGene00003020,WBGene00012696,WBGene00021808,WBGene00011067,WBGene00008254,0.830333962,0.352381343
379,WBGene00016987,WBGene00014253,WBGene00017201,WBGene00013577,WBGene00001035,WBGene00010724,WBGene00011732,WBGene00019017,WBGene00015403,WBGene00013014,0.819493322,0.35401169
380,WBGene00015056,WBGene00007175,WBGene00014080,WBGene00021812,WBGene00019017,WBGene00017201,WBGene00019946,WBGene00022198,WBGene00017164,WBGene00008805,0.838453598,0.176351283
381,WBGene00016987,WBGene00008504,WBGene00012802,WBGene00007334,WBGene00007907,WBGene00044949,WBGene00009973,WBGene00013667,WBGene00006660,WBGene00013632,0.831851467,0.146395861
382,WBGene00012982,WBGene00021443,WBGene00006968,WBGene00012663,WBGene00002982,WBGene00009723,WBGene00004089,WBGene00011573,WBGene00018252,WBGene00003368,0.854842487,0.247787183
383,WBGene00001371,WBGene00016811,WBGene00011573,WBGene00016860,WBGene00022821,WBGene00003583,WBGene00045433,WBGene00000422,WBGene00010905,WBGene00010569,0.853235617,0.217866754
384,WBGene00004333,WBGene00012700,WBGene00018758,WBGene00011573,WBGene00003992,WBGene00002131,WBGene00011044,WBGene00009434,WBGene00022666,WBGene00022610,0.835356986,0.349529225
385,WBGene00021813,WBGene00009741,WBGene00001436,WBGene00001371,WBGene00014088,WBGene00011289,WBGene00011393,WBGene00006571,WBGene00015778,WBGene00014244,0.827993434,0.206563912
386,WBGene00010790,WBGene00017201,WBGene00019521,WBGene00022367,WBGene00009628,WBGene00015853,WBGene00002131,WBGene00000519,WBGene00013964,WBGene00015733,0.843485857,0.282402361
387,WBGene00013212,WBGene00013880,WBGene00010048,WBGene00004058,WBGene00011399,WBGene00003169,WBGene00011636,WBGene00007592,WBGene00003387,WBGene00016566,0.849079982,0.200630077
388,WBGene00008165,WBGene00004479,WBGene00009069,WBGene00022490,WBGene00018010,WBGene00012164,WBGene00001426,WBGene00010993,WBGene00044019,WBGene00020158,0.832494232,0.174829955
389,WBGene00003090,WBGene00016987,WBGene00022413,WBGene00003225,WBGene00013552,WBGene00020047,WBGene00009165,WBGene00001182,WBGene00010503,WBGene00004491,0.822253981,0.246390832
390,WBGene00012982,WBGene00008777,WBGene00013160,WBGene00045433,WBGene00009329,WBGene00000897,WBGene00009992,WBGene00021905,WBGene00019509,WBGene00018044,0.827629162,0.194582444
391,WBGene00012982,WBGene00219275,WBGene00009787,WBGene00020269,WBGene00006415,WBGene00020827,WBGene00000886,WBGene00018700,WBGene00010703,WBGene00022393,0.81674047,0.298478465
392,WBGene00021813,WBGene00014251,WBGene00020280,WBGene00007283,WBGene00004181,WBGene00016074,WBGene00022077,WBGene00011486,WBGene00012927,WBGene00012719,0.820423984,0.290670756
393,WBGene00014176,WBGene00022493,WBGene00014251,WBGene00009787,WBGene00045399,WBGene00002997,WBGene00001435,WBGene00021512,WBGene00013325,WBGene00011281,0.830177743,0.189625043
394,WBGene00000183,WBGene00017201,WBGene00004058,WBGene00021813,WBGene00045433,WBGene00001909,WBGene00008692,WBGene00001182,WBGene00009952,WBGene00012395,0.814329781,0.376213579
395,WBGene00011044,WBGene00018602,WBGene00000109,WBGene00012895,WBGene00020446,WBGene00004058,WBGene00017201,WBGene00003919,WBGene00019627,WBGene00003241,0.826916831,0.306864353
396,WBGene00012982,WBGene00044032,WBGene00016585,WBGene00003090,WBGene00022052,WBGene00013934,WBGene00018615,WBGene00003837,WBGene00015037,WBGene00018099,0.81475658,0.176072377
397,WBGene00011573,WBGene00013442,WBGene00011044,WBGene00022508,WBGene00021442,WBGene00002999,WBGene00011361,WBGene00003898,WBGene00013217,WBGene00013213,0.843946417,0.290530179
398,WBGene00011044,WBGene00000835,WBGene00003090,WBGene00008440,WBGene00007964,WBGene00002037,WBGene00012205,WBGene00012802,WBGene00044742,WBGene00000967,0.876045727,0.190933804
399,WBGene00011573,WBGene00011044,WBGene00012903,WBGene00015642,WBGene00011561,WBGene00012983,WBGene00004347,WBGene00007947,WBGene00044082,WBGene00016493,0.843875999,0.300812353
400,WBGene00011573,WBGene00013550,WBGene00012700,WBGene00015642,WBGene00018682,WBGene00017934,WBGene00021263,WBGene00010626,WBGene00000514,WBGene00006638,0.833888259,0.251777054
401,WBGene00016195,WBGene00006476,WBGene00010048,WBGene00004747,WBGene00003762,WBGene00011664,WBGene00044924,WBGene00019770,WBGene00020215,WBGene00077543,0.811444554,0.271694672
402,WBGene00009770,WBGene00012934,WBGene00022077,WBGene00019778,WBGene00019017,WBGene00009975,WBGene00008343,WBGene00010685,WBGene00022508,WBGene00018967,0.839149608,0.279285106
403,WBGene00011573,WBGene00001688,WBGene00007807,WBGene00014027,WBGene00006815,WBGene00003829,WBGene00011252,WBGene00011044,WBGene00018257,WBGene00003619,0.805594193,0.307524458
404,WBGene00019164,WBGene00015456,WBGene00016419,WBGene00007517,WBGene00014251,WBGene00020717,WBGene00009383,WBGene00014081,WBGene00020029,WBGene00013151,0.822084831,0.221026104
405,WBGene00016419,WBGene00022199,WBGene00021986,WBGene00015647,WBGene00004058,WBGene00012802,WBGene00010902,WBGene00017005,WBGene00020457,WBGene00015658,0.801522033,0.336195437
406,WBGene00015056,WBGene00011573,WBGene00016987,WBGene00004317,WBGene00011044,WBGene00004347,WBGene00012903,WBGene00009793,WBGene00017538,WBGene00018349,0.828807047,0.327386225
407,WBGene00004058,WBGene00012337,WBGene00021043,WBGene00015698,WBGene00006440,WBGene00010724,WBGene00009385,WBGene00008119,WBGene00015245,WBGene00009052,0.866324652,0.285800931
408,WBGene00018602,WBGene00020091,WBGene00002070,WBGene00004136,WBGene00004704,WBGene00000815,WBGene00008219,WBGene00022350,WBGene00010703,WBGene00020399,0.822949122,0.314383828
409,WBGene00012982,WBGene00004058,WBGene00016419,WBGene00007312,WBGene00004173,WBGene00000519,WBGene00018400,WBGene00015061,WBGene00003928,WBGene00013477,0.82349874,0.415635396
410,WBGene00016811,WBGene00011399,WBGene00011872,WBGene00001993,WBGene00004736,WBGene00015172,WBGene00013554,WBGene00013726,WBGene00000514,WBGene00007330,0.821350391,0.207564461
411,WBGene00011044,WBGene00012700,WBGene00020163,WBGene00003655,WBGene00010593,WBGene00021563,WBGene00015468,WBGene00021073,WBGene00000237,WBGene00015235,0.82230398,0.174721388
412,WBGene00011044,WBGene00009787,WBGene00004823,WBGene00019164,WBGene00017201,WBGene00015853,WBGene00021282,WBGene00019777,WBGene00016496,WBGene00006843,0.865176523,0.484493653
413,WBGene00011573,WBGene00019373,WBGene00018073,WBGene00000784,WBGene00022367,WBGene00011645,WBGene00009069,WBGene00009469,WBGene00003754,WBGene00018522,0.830255942,0.216896484
414,WBGene00016419,WBGene00004058,WBGene00002879,WBGene00016313,WBGene00010981,WBGene00008035,WBGene00006596,WBGene00019509,WBGene00010230,WBGene00009388,0.833274221,0.224743109
415,WBGene00020091,WBGene00010897,WBGene00009787,WBGene00017201,WBGene00001501,WBGene00018898,WBGene00007947,WBGene00013095,WBGene00021783,WBGene00019825,0.829675031,0.381338977
416,WBGene00013225,WBGene00011309,WBGene00009787,WBGene00000680,WBGene00008741,WBGene00013019,WBGene00000866,WBGene00003123,WBGene00016364,WBGene00022027,0.82019169,0.269018882
417,WBGene00018602,WBGene00003837,WBGene00008283,WBGene00003396,WBGene00009388,WBGene00013308,WBGene00022501,WBGene00017123,WBGene00004068,WBGene00018044,0.823649238,0.211017484
418,WBGene00012136,WBGene00017201,WBGene00021813,WBGene00012978,WBGene00016501,WBGene00012641,WBGene00000368,WBGene00011236,WBGene00013540,WBGene00013083,0.868196766,0.266940061
419,WBGene00009992,WBGene00002997,WBGene00002047,WBGene00013578,WBGene00021367,WBGene00000670,WBGene00015056,WBGene00022122,WBGene00020006,WBGene00013196,0.828144007,0.206493732
420,WBGene00004058,WBGene00012802,WBGene00011858,WBGene00012641,WBGene00009177,WBGene00000933,WBGene00016725,WBGene00044894,WBGene00013248,WBGene00007907,0.860357994,0.227186713
421,WBGene00021443,WBGene00012802,WBGene00016178,WBGene00012693,WBGene00020163,WBGene00003225,WBGene00010306,WBGene00015949,WBGene00000266,WBGene00018877,0.869887393,0.110656744
422,WBGene00021810,WBGene00012471,WBGene00008777,WBGene00007168,WBGene00012982,WBGene00002295,WBGene00021044,WBGene00013080,WBGene00022176,WBGene00000090,0.830816585,0.173100715
423,WBGene00004058,WBGene00017201,WBGene00000183,WBGene00001564,WBGene00000835,WBGene00004343,WBGene00007334,WBGene00015061,WBGene00007824,WBGene00021324,0.821664317,0.377925755
424,WBGene00012982,WBGene00022366,WBGene00012903,WBGene00018349,WBGene00018270,WBGene00003834,WBGene00022092,WBGene00015794,WBGene00018330,WBGene00011139,0.865321947,0.162813647
425,WBGene00019141,WBGene00011044,WBGene00010002,WBGene00007107,WBGene00011573,WBGene00015733,WBGene00017426,WBGene00008499,WBGene00010048,WBGene00003186,0.843895078,0.26709928
426,WBGene00016419,WBGene00004058,WBGene00012802,WBGene00018010,WBGene00021563,WBGene00019738,WBGene00010772,WBGene00012000,WBGene00001178,WBGene00044949,0.803151439,0.362592213
427,WBGene00001851,WBGene00006510,WBGene00008283,WBGene00021043,WBGene00011059,WBGene00022139,WBGene00017201,WBGene00004403,WBGene00008925,WBGene00011276,0.83101675,0.321032042
428,WBGene00019521,WBGene00001501,WBGene00022069,WBGene00016860,WBGene00017294,WBGene00000514,WBGene00011143,WBGene00009280,WBGene00010796,WBGene00008971,0.83468697,0.115383149
429,WBGene00015756,WBGene00012700,WBGene00007107,WBGene00009621,WBGene00004336,WBGene00018602,WBGene00018610,WBGene00019141,WBGene00015312,WBGene00020897,0.806847167,0.224589371
430,WBGene00011044,WBGene00009787,WBGene00000885,WBGene00018602,WBGene00004093,WBGene00012719,WBGene00004108,WBGene00001604,WBGene00004462,WBGene00012347,0.84349068,0.2795741
431,WBGene00015056,WBGene00021043,WBGene00013354,WBGene00006593,WBGene00001025,WBGene00011094,WBGene00018518,WBGene00004704,WBGene00006415,WBGene00021442,0.848545902,0.288177377
432,WBGene00018044,WBGene00021043,WBGene00044083,WBGene00013212,WBGene00000199,WBGene00022615,WBGene00003406,WBGene00003107,WBGene00011830,WBGene00020163,0.868826417,0.256014329
433,WBGene00015849,WBGene00011573,WBGene00010891,WBGene00013167,WBGene00010966,WBGene00022821,WBGene00000797,WBGene00012460,WBGene00022200,WBGene00003659,0.850779455,0.299531945
434,WBGene00012802,WBGene00002131,WBGene00021698,WBGene00009992,WBGene00021887,WBGene00021783,WBGene00016992,WBGene00013859,WBGene00006784,WBGene00011573,0.821467207,0.360739422
435,WBGene00011044,WBGene00022367,WBGene00003480,WBGene00001688,WBGene00020247,WBGene00022786,WBGene00020149,WBGene00018214,WBGene00015074,WBGene00008925,0.77267774,0.290245949
436,WBGene00011573,WBGene00013241,WBGene00021810,WBGene00019373,WBGene00013439,WBGene00022367,WBGene00011094,WBGene00021057,WBGene00009054,WBGene00008191,0.799126604,0.295858801
437,WBGene00004058,WBGene00017123,WBGene00017201,WBGene00019766,WBGene00021043,WBGene00013734,WBGene00022077,WBGene00019361,WBGene00016535,WBGene00011976,0.824852694,0.40170395
438,WBGene00006593,WBGene00013789,WBGene00007807,WBGene00003090,WBGene00016278,WBGene00002203,WBGene00012701,WBGene00004360,WBGene00004212,WBGene00007577,0.840624265,0.200794996
439,WBGene00003085,WBGene00014251,WBGene00013196,WBGene00018523,WBGene00013969,WBGene00006476,WBGene00018602,WBGene00004773,WBGene00010703,WBGene00010407,0.814231388,0.321062888
440,WBGene00003090,WBGene00002021,WBGene00010703,WBGene00021813,WBGene00020029,WBGene00000199,WBGene00006649,WBGene00007282,WBGene00020037,WBGene00013720,0.81819113,0.33326094
441,WBGene00020091,WBGene00018602,WBGene00011044,WBGene00001501,WBGene00002583,WBGene00003421,WBGene00016121,WBGene00044690,WBGene00011310,WBGene00020335,0.840147461,0.261241748
442,WBGene00004058,WBGene00018523,WBGene00008165,WBGene00021247,WBGene00013196,WBGene00011201,WBGene00014060,WBGene00013325,WBGene00012804,WBGene00007757,0.817610286,0.334881096
443,WBGene00009992,WBGene00015056,WBGene00018523,WBGene00011303,WBGene00015759,WBGene00022368,WBGene00189958,WBGene00012259,WBGene00019653,WBGene00011732,0.834404223,0.224372301
444,WBGene00014251,WBGene00018700,WBGene00000812,WBGene00009813,WBGene00021367,WBGene00015735,WBGene00001239,WBGene00022195,WBGene00000592,WBGene00007751,0.835982004,0.169859801
