Iteration,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
297,WBGene00000609,WBGene00000716,WBGene00044204,WBGene00003055,WBGene00001585,WBGene00014012,WBGene00000728,WBGene00013007,WBGene00003764,WBGene00022361,0.916586442,0.528825695
298,WBGene00003893,WBGene00013407,WBGene00007001,WBGene00006826,WBGene00013339,WBGene00007622,WBGene00009455,WBGene00006307,WBGene00012231,WBGene00013789,0.910505123,0.456517755
299,WBGene00000609,WBGene00000984,WBGene00000716,WBGene00009367,WBGene00000993,WBGene00009441,WBGene00019167,WBGene00008139,WBGene00008720,WBGene00003130,0.915594324,0.605471425
300,WBGene00000609,WBGene00013878,WBGene00016749,WBGene00013284,WBGene00006951,WBGene00003635,WBGene00020510,WBGene00020540,WBGene00004915,WBGene00018184,0.8836218,0.478960922
301,WBGene00003893,WBGene00004014,WBGene00001161,WBGene00007331,WBGene00011412,WBGene00003055,WBGene00019241,WBGene00011978,WBGene00015676,WBGene00019170,0.903386329,0.572955022
302,WBGene00011753,WBGene00020674,WBGene00019611,WBGene00022499,WBGene00021564,WBGene00000222,WBGene00001452,WBGene00009051,WBGene00012005,WBGene00022368,0.913969402,0.444413304
303,WBGene00001793,WBGene00013489,WBGene00000670,WBGene00021863,WBGene00013869,WBGene00007941,WBGene00018974,WBGene00018607,WBGene00001599,WBGene00013221,0.886600564,0.521046664
304,WBGene00000609,WBGene00019477,WBGene00019373,WBGene00022508,WBGene00009542,WBGene00000670,WBGene00021867,WBGene00019987,WBGene00016591,WBGene00017831,0.889642333,0.658711718
305,WBGene00000609,WBGene00017659,WBGene00000716,WBGene00016520,WBGene00019611,WBGene00006863,WBGene00001604,WBGene00016074,WBGene00009158,WBGene00022031,0.912882981,0.695031505
306,WBGene00000609,WBGene00000716,WBGene00016289,WBGene00015899,WBGene00004243,WBGene00022508,WBGene00003887,WBGene00004249,WBGene00016099,WBGene00000937,0.91038019,0.637603587
307,WBGene00022245,WBGene00017852,WBGene00007352,WBGene00019611,WBGene00011924,WBGene00015451,WBGene00011767,WBGene00002980,WBGene00000998,WBGene00012130,0.886163965,0.628483512
308,WBGene00001155,WBGene00044324,WBGene00009011,WBGene00016905,WBGene00004227,WBGene00003369,WBGene00007583,WBGene00017928,WBGene00015185,WBGene00017352,0.91574351,0.437899464
309,WBGene00003893,WBGene00022854,WBGene00009966,WBGene00009172,WBGene00020883,WBGene00000158,WBGene00015095,WBGene00009201,WBGene00011944,WBGene00013540,0.906696145,0.529024917
310,WBGene00000609,WBGene00008669,WBGene00009921,WBGene00000716,WBGene00016590,WBGene00004038,WBGene00016642,WBGene00013593,WBGene00004169,WBGene00018189,0.901610541,0.701212179
311,WBGene00000609,WBGene00001157,WBGene00003738,WBGene00016905,WBGene00045418,WBGene00013599,WBGene00020102,WBGene00013002,WBGene00008669,WBGene00008229,0.891768238,0.642687756
312,WBGene00000609,WBGene00000670,WBGene00021869,WBGene00007507,WBGene00016123,WBGene00015433,WBGene00020500,WBGene00044072,WBGene00018455,WBGene00003374,0.912893612,0.638825329
313,WBGene00000609,WBGene00011830,WBGene00000764,WBGene00012802,WBGene00019683,WBGene00010953,WBGene00020530,WBGene00019847,WBGene00010274,WBGene00019820,0.911500524,0.482117986
314,WBGene00000752,WBGene00000175,WBGene00007744,WBGene00002217,WBGene00009930,WBGene00006769,WBGene00010922,WBGene00010606,WBGene00016263,WBGene00016004,0.907784116,0.384801521
315,WBGene00000609,WBGene00000716,WBGene00004995,WBGene00006410,WBGene00021355,WBGene00001026,WBGene00021709,WBGene00016867,WBGene00004168,WBGene00011441,0.941331909,0.551514454
316,WBGene00003893,WBGene00000670,WBGene00000609,WBGene00001165,WBGene00002071,WBGene00017358,WBGene00016172,WBGene00003736,WBGene00012007,WBGene00003586,0.916433817,0.568297184
317,WBGene00003893,WBGene00013441,WBGene00000993,WBGene00009165,WBGene00008587,WBGene00022490,WBGene00020950,WBGene00003130,WBGene00006951,WBGene00000880,0.900286835,0.465820108
318,WBGene00022245,WBGene00010496,WBGene00003093,WBGene00006836,WBGene00017163,WBGene00016944,WBGene00000833,WBGene00012226,WBGene00014027,WBGene00020386,0.911312017,0.620759696
319,WBGene00000609,WBGene00019060,WBGene00000716,WBGene00013808,WBGene00003010,WBGene00010606,WBGene00001060,WBGene00017065,WBGene00043068,WBGene00005712,0.935261077,0.515308316
320,WBGene00000609,WBGene00000670,WBGene00003407,WBGene00001631,WBGene00009116,WBGene00019813,WBGene00000840,WBGene00013204,WBGene00000875,WBGene00002144,0.924416726,0.521552178
321,WBGene00022245,WBGene00003902,WBGene00019611,WBGene00013694,WBGene00001629,WBGene00004949,WBGene00001527,WBGene00018765,WBGene00006927,WBGene00019064,0.898925456,0.627103956
322,WBGene00000609,WBGene00016178,WBGene00044638,WBGene00003621,WBGene00021661,WBGene00019124,WBGene00000411,WBGene00018657,WBGene00020251,WBGene00008094,0.918426693,0.462195836
323,WBGene00000609,WBGene00001864,WBGene00002253,WBGene00004749,WBGene00004807,WBGene00007193,WBGene00043068,WBGene00019778,WBGene00017044,WBGene00004823,0.910223734,0.607820144
324,WBGene00022245,WBGene00021469,WBGene00004094,WBGene00021856,WBGene00000880,WBGene00009632,WBGene00020950,WBGene00022613,WBGene00008587,WBGene00015466,0.919359277,0.503319017
325,WBGene00003893,WBGene00017852,WBGene00007789,WBGene00011611,WBGene00003387,WBGene00021607,WBGene00001572,WBGene00044604,WBGene00007875,WBGene00017089,0.888891486,0.511887185
326,WBGene00004014,WBGene00003369,WBGene00012700,WBGene00017698,WBGene00021815,WBGene00009267,WBGene00016313,WBGene00009058,WBGene00007963,WBGene00020865,0.919025344,0.493404954
327,WBGene00000752,WBGene00017749,WBGene00001591,WBGene00007228,WBGene00001602,WBGene00016260,WBGene00000833,WBGene00020684,WBGene00020280,WBGene00021765,0.839025248,0.611578071
328,WBGene00022245,WBGene00003902,WBGene00019813,WBGene00003893,WBGene00008729,WBGene00000444,WBGene00018384,WBGene00004894,WBGene00022367,WBGene00010734,0.902224744,0.614111365
329,WBGene00003893,WBGene00019611,WBGene00006958,WBGene00002181,WBGene00003620,WBGene00001240,WBGene00018293,WBGene00011897,WBGene00006801,WBGene00016714,0.927577701,0.476040847
330,WBGene00003893,WBGene00017852,WBGene00016485,WBGene00001598,WBGene00017062,WBGene00023451,WBGene00018269,WBGene00020095,WBGene00007529,WBGene00021205,0.916126106,0.574596203
331,WBGene00000609,WBGene00017698,WBGene00000981,WBGene00006863,WBGene00010657,WBGene00007193,WBGene00015981,WBGene00004986,WBGene00019188,WBGene00010624,0.913434943,0.484261327
332,WBGene00000609,WBGene00020710,WBGene00000670,WBGene00008841,WBGene00000984,WBGene00013790,WBGene00020235,WBGene00007130,WBGene00015899,WBGene00020630,0.906051237,0.589873599
333,WBGene00000609,WBGene00001157,WBGene00000716,WBGene00016103,WBGene00017703,WBGene00022231,WBGene00022281,WBGene00017986,WBGene00018607,WBGene00008019,0.905089157,0.646180399
334,WBGene00000609,WBGene00004014,WBGene00008666,WBGene00019611,WBGene00017698,WBGene00003978,WBGene00185086,WBGene00001503,WBGene00020397,WBGene00012208,0.892054246,0.684630291
335,WBGene00003893,WBGene00013549,WBGene00022854,WBGene00045249,WBGene00002980,WBGene00011819,WBGene00008690,WBGene00022185,WBGene00006660,WBGene00019332,0.890390589,0.533388181
336,WBGene00000752,WBGene00002497,WBGene00019611,WBGene00000715,WBGene00022508,WBGene00019864,WBGene00010796,WBGene00015926,WBGene00020718,WBGene00006489,0.886557405,0.503423413
337,WBGene00003371,WBGene00008720,WBGene00008410,WBGene00008435,WBGene00017352,WBGene00020592,WBGene00018259,WBGene00021730,WBGene00003222,WBGene00020510,0.912180944,0.506193526
338,WBGene00001155,WBGene00017852,WBGene00003111,WBGene00019611,WBGene00011198,WBGene00002025,WBGene00013934,WBGene00010582,WBGene00015357,WBGene00000136,0.899338485,0.551787017
339,WBGene00000609,WBGene00000670,WBGene00000993,WBGene00006733,WBGene00022014,WBGene00006794,WBGene00010666,WBGene00016148,WBGene00004505,WBGene00007226,0.914047617,0.59272052
340,WBGene00022245,WBGene00003902,WBGene00012554,WBGene00003369,WBGene00004807,WBGene00006914,WBGene00022475,WBGene00000781,WBGene00013391,WBGene00013870,0.915911595,0.514080975
341,WBGene00022245,WBGene00003902,WBGene00011066,WBGene00001911,WBGene00000993,WBGene00017981,WBGene00003246,WBGene00003915,WBGene00003485,WBGene00022045,0.89084458,0.653645058
342,WBGene00000609,WBGene00009246,WBGene00020710,WBGene00000112,WBGene00014020,WBGene00008384,WBGene00009207,WBGene00018319,WBGene00018863,WBGene00007507,0.904720732,0.631291663
343,WBGene00003893,WBGene00017119,WBGene00009082,WBGene00019813,WBGene00021765,WBGene00017141,WBGene00013603,WBGene00013151,WBGene00003497,WBGene00003161,0.908360574,0.517277542
344,WBGene00000673,WBGene00017065,WBGene00007628,WBGene00015780,WBGene00017730,WBGene00010496,WBGene00006978,WBGene00001774,WBGene00005712,WBGene00011543,0.897550067,0.478279401
345,WBGene00000609,WBGene00000716,WBGene00022245,WBGene00001853,WBGene00009082,WBGene00011642,WBGene00017329,WBGene00000993,WBGene00016142,WBGene00009783,0.935513848,0.65030868
346,WBGene00000609,WBGene00000040,WBGene00004014,WBGene00020625,WBGene00022232,WBGene00003254,WBGene00014057,WBGene00011292,WBGene00000870,WBGene00302978,0.91741929,0.579023471
347,WBGene00000609,WBGene00004014,WBGene00013151,WBGene00001169,WBGene00019987,WBGene00008729,WBGene00017916,WBGene00044200,WBGene00004831,WBGene00001027,0.922222286,0.491062463
348,WBGene00022245,WBGene00003596,WBGene00009430,WBGene00017119,WBGene00013925,WBGene00021945,WBGene00006786,WBGene00000420,WBGene00015581,WBGene00019636,0.890743657,0.559996498
349,WBGene00000609,WBGene00004014,WBGene00000716,WBGene00013111,WBGene00013255,WBGene00020950,WBGene00043097,WBGene00011615,WBGene00019141,WBGene00008720,0.930573738,0.594394832
350,WBGene00022245,WBGene00003902,WBGene00019611,WBGene00003621,WBGene00020068,WBGene00022646,WBGene00003171,WBGene00013391,WBGene00015184,WBGene00008956,0.900349982,0.653710472
351,WBGene00000752,WBGene00008666,WBGene00012123,WBGene00020510,WBGene00011206,WBGene00044061,WBGene00003616,WBGene00010041,WBGene00019989,WBGene00019365,0.876318148,0.574007784
352,WBGene00000609,WBGene00000670,WBGene00006745,WBGene00019332,WBGene00013694,WBGene00008766,WBGene00010066,WBGene00013111,WBGene00019540,WBGene00011642,0.917998659,0.5153678
353,WBGene00008707,WBGene00007050,WBGene00002980,WBGene00012185,WBGene00000670,WBGene00021607,WBGene00021698,WBGene00018146,WBGene00002999,WBGene00009947,0.910946876,0.429863777
354,WBGene00000609,WBGene00012123,WBGene00019683,WBGene00019245,WBGene00017970,WBGene00008514,WBGene00000800,WBGene00003518,WBGene00011587,WBGene00010593,0.883513508,0.540582291
355,WBGene00003893,WBGene00021628,WBGene00001775,WBGene00002063,WBGene00008388,WBGene00008139,WBGene00006656,WBGene00007764,WBGene00001815,WBGene00021372,0.912832827,0.512835198
356,WBGene00000609,WBGene00001157,WBGene00000993,WBGene00009336,WBGene00002217,WBGene00019611,WBGene00000458,WBGene00014020,WBGene00007766,WBGene00044891,0.901518821,0.646590767
357,WBGene00001155,WBGene00021248,WBGene00010326,WBGene00012185,WBGene00017772,WBGene00002055,WBGene00013254,WBGene00020297,WBGene00012723,WBGene00008430,0.921679403,0.390888936
358,WBGene00003893,WBGene00017852,WBGene00006814,WBGene00017782,WBGene00050914,WBGene00010537,WBGene00013021,WBGene00013671,WBGene00020778,WBGene00012339,0.895687603,0.61635603
359,WBGene00000609,WBGene00000670,WBGene00008720,WBGene00000993,WBGene00003893,WBGene00007824,WBGene00010066,WBGene00043060,WBGene00013682,WBGene00006734,0.929511979,0.619997046
360,WBGene00003893,WBGene00003093,WBGene00022854,WBGene00010051,WBGene00000502,WBGene00001516,WBGene00014253,WBGene00022052,WBGene00002129,WBGene00001976,0.917065341,0.424519983
361,WBGene00003893,WBGene00009082,WBGene00017044,WBGene00012930,WBGene00004077,WBGene00003406,WBGene00022762,WBGene00012354,WBGene00018808,WBGene00006944,0.902820703,0.476496448
362,WBGene00000609,WBGene00000670,WBGene00015650,WBGene00015497,WBGene00011017,WBGene00003060,WBGene00001523,WBGene00004036,WBGene00018703,WBGene00016449,0.926236577,0.521440128
363,WBGene00000609,WBGene00003674,WBGene00009966,WBGene00017065,WBGene00000670,WBGene00002056,WBGene00020068,WBGene00010878,WBGene00019800,WBGene00006958,0.88662025,0.560252895
364,WBGene00022245,WBGene00003902,WBGene00002497,WBGene00000670,WBGene00022646,WBGene00012895,WBGene00004883,WBGene00017988,WBGene00017485,WBGene00003504,0.908636498,0.5887784
365,WBGene00000609,WBGene00000670,WBGene00018146,WBGene00002071,WBGene00000545,WBGene00009259,WBGene00002230,WBGene00003978,WBGene00023419,WBGene00020862,0.914506275,0.580185915
366,WBGene00022245,WBGene00014036,WBGene00018044,WBGene00009082,WBGene00019595,WBGene00022185,WBGene00008094,WBGene00022854,WBGene00018037,WBGene00044894,0.866669613,0.538402048
367,WBGene00022245,WBGene00006331,WBGene00000670,WBGene00015181,WBGene00000880,WBGene00015777,WBGene00011444,WBGene00007287,WBGene00019294,WBGene00019806,0.907847073,0.538954425
368,WBGene00009559,WBGene00015819,WBGene00010496,WBGene00000833,WBGene00015580,WBGene00013349,WBGene00009246,WBGene00003169,WBGene00045291,WBGene00020510,0.900484661,0.420300352
369,WBGene00003893,WBGene00009082,WBGene00003019,WBGene00019611,WBGene00003583,WBGene00009207,WBGene00020726,WBGene00019221,WBGene00004922,WBGene00015381,0.90460411,0.541358746
370,WBGene00000609,WBGene00007964,WBGene00000716,WBGene00001853,WBGene00016937,WBGene00018037,WBGene00004014,WBGene00009574,WBGene00017347,WBGene00016325,0.914093337,0.646099923
371,WBGene00000609,WBGene00019477,WBGene00045418,WBGene00010064,WBGene00021334,WBGene00019979,WBGene00009082,WBGene00006829,WBGene00020195,WBGene00019800,0.899079401,0.549933038
372,WBGene00003893,WBGene00008720,WBGene00013766,WBGene00022508,WBGene00019813,WBGene00003371,WBGene00006517,WBGene00013439,WBGene00015660,WBGene00013221,0.871901488,0.59100239
373,WBGene00003893,WBGene00016390,WBGene00000670,WBGene00000609,WBGene00006476,WBGene00009116,WBGene00022233,WBGene00012005,WBGene00020437,WBGene00013210,0.920322234,0.560554731
374,WBGene00000609,WBGene00001157,WBGene00017782,WBGene00000423,WBGene00015410,WBGene00012370,WBGene00019126,WBGene00003627,WBGene00003989,WBGene00016721,0.914445446,0.459245886
375,WBGene00003893,WBGene00022854,WBGene00015660,WBGene00019683,WBGene00019030,WBGene00012201,WBGene00019003,WBGene00017322,WBGene00003185,WBGene00044891,0.893977239,0.58681391
376,WBGene00000609,WBGene00020149,WBGene00000716,WBGene00008669,WBGene00015350,WBGene00009679,WBGene00019777,WBGene00011291,WBGene00017165,WBGene00008214,0.939253865,0.570410141
377,WBGene00003893,WBGene00004014,WBGene00010230,WBGene00020950,WBGene00012371,WBGene00008720,WBGene00020717,WBGene00021021,WBGene00189958,WBGene00015843,0.916907676,0.604284915
378,WBGene00022245,WBGene00003055,WBGene00009443,WBGene00001660,WBGene00000998,WBGene00018270,WBGene00004181,WBGene00003621,WBGene00010951,WBGene00002123,0.889111551,0.486195637
379,WBGene00000609,WBGene00013694,WBGene00018073,WBGene00008621,WBGene00016294,WBGene00000670,WBGene00015789,WBGene00021738,WBGene00019250,WBGene00012864,0.926527872,0.479359514
380,WBGene00000609,WBGene00020710,WBGene00004014,WBGene00003369,WBGene00000716,WBGene00000993,WBGene00004800,WBGene00009947,WBGene00015621,WBGene00020068,0.903032168,0.688426433
381,WBGene00000609,WBGene00001157,WBGene00011755,WBGene00022854,WBGene00013683,WBGene00007679,WBGene00006359,WBGene00006769,WBGene00000175,WBGene00022134,0.910805389,0.552842238
382,WBGene00022245,WBGene00008666,WBGene00001225,WBGene00018522,WBGene00013407,WBGene00020471,WBGene00002191,WBGene00013383,WBGene00015789,WBGene00010709,0.912506746,0.525095709
383,WBGene00000752,WBGene00000175,WBGene00021247,WBGene00011742,WBGene00014028,WBGene00003576,WBGene00044072,WBGene00010001,WBGene00000545,WBGene00013360,0.892981948,0.469932938
384,WBGene00000609,WBGene00020710,WBGene00002129,WBGene00009440,WBGene00013141,WBGene00001225,WBGene00011849,WBGene00010353,WBGene00016905,WBGene00008692,0.928480397,0.455653645
385,WBGene00022245,WBGene00009361,WBGene00007529,WBGene00012702,WBGene00009082,WBGene00003123,WBGene00019983,WBGene00015196,WBGene00009973,WBGene00019493,0.917988136,0.527604009
386,WBGene00000609,WBGene00004014,WBGene00008666,WBGene00021863,WBGene00000005,WBGene00045291,WBGene00008720,WBGene00004020,WBGene00021975,WBGene00002994,0.904388924,0.597288939
387,WBGene00000609,WBGene00001157,WBGene00000373,WBGene00000214,WBGene00021325,WBGene00015819,WBGene00003010,WBGene00022134,WBGene00005003,WBGene00008974,0.910539177,0.462452381
388,WBGene00003893,WBGene00017119,WBGene00000502,WBGene00006830,WBGene00013599,WBGene00015660,WBGene00016654,WBGene00019334,WBGene00009784,WBGene00009944,0.922150134,0.528229402
389,WBGene00000609,WBGene00000670,WBGene00017184,WBGene00017981,WBGene00007047,WBGene00000993,WBGene00009140,WBGene00016452,WBGene00008859,WBGene00003402,0.903123491,0.591319434
390,WBGene00003893,WBGene00022854,WBGene00009246,WBGene00022150,WBGene00007736,WBGene00013544,WBGene00008140,WBGene00010794,WBGene00011979,WBGene00015350,0.905824366,0.539065229
391,WBGene00000609,WBGene00002980,WBGene00000716,WBGene00013284,WBGene00000512,WBGene00001501,WBGene00016902,WBGene00004093,WBGene00007941,WBGene00008720,0.92263365,0.63307108
392,WBGene00003893,WBGene00021443,WBGene00000175,WBGene00003589,WBGene00021327,WBGene00020135,WBGene00006594,WBGene00003495,WBGene00007580,WBGene00007529,0.900125856,0.514336852
393,WBGene00000609,WBGene00001157,WBGene00008720,WBGene00000716,WBGene00015357,WBGene00017079,WBGene00021247,WBGene00012405,WBGene00007277,WBGene00017163,0.919154262,0.699618546
394,WBGene00000752,WBGene00018073,WBGene00003238,WBGene00007941,WBGene00010701,WBGene00012390,WBGene00017241,WBGene00017344,WBGene00015853,WBGene00007622,0.899245126,0.478920026
395,WBGene00000609,WBGene00000716,WBGene00021709,WBGene00003589,WBGene00015357,WBGene00012900,WBGene00021319,WBGene00021401,WBGene00019678,WBGene00002132,0.926369651,0.602263727
396,WBGene00000609,WBGene00019813,WBGene00004040,WBGene00013284,WBGene00003055,WBGene00018657,WBGene00015145,WBGene00008197,WBGene00022190,WBGene00001814,0.910972091,0.529108996
397,WBGene00000752,WBGene00009246,WBGene00009469,WBGene00018602,WBGene00019139,WBGene00271706,WBGene00018729,WBGene00000175,WBGene00001505,WBGene00007237,0.87134208,0.503470404
398,WBGene00003893,WBGene00004243,WBGene00021443,WBGene00020486,WBGene00009551,WBGene00012390,WBGene00009818,WBGene00012860,WBGene00012478,WBGene00010725,0.902583465,0.575876265
399,WBGene00003369,WBGene00021628,WBGene00016485,WBGene00013407,WBGene00013859,WBGene00017891,WBGene00008094,WBGene00012395,WBGene00006921,WBGene00021193,0.883856934,0.532369432
400,WBGene00000609,WBGene00004014,WBGene00010690,WBGene00021564,WBGene00019427,WBGene00022277,WBGene00006958,WBGene00013870,WBGene00000764,WBGene00006675,0.898665178,0.553546345
401,WBGene00018037,WBGene00020284,WBGene00007277,WBGene00020836,WBGene00022458,WBGene00005003,WBGene00002185,WBGene00007315,WBGene00004095,WBGene00010703,0.89214746,0.425069727
402,WBGene00003893,WBGene00000962,WBGene00020510,WBGene00012700,WBGene00008720,WBGene00022089,WBGene00013672,WBGene00012645,WBGene00002033,WBGene00017703,0.912612069,0.537715357
403,WBGene00000609,WBGene00001157,WBGene00013531,WBGene00000716,WBGene00003978,WBGene00001602,WBGene00008959,WBGene00002999,WBGene00003369,WBGene00000764,0.911260952,0.60552377
404,WBGene00003893,WBGene00017119,WBGene00002996,WBGene00013531,WBGene00018073,WBGene00003410,WBGene00011681,WBGene00014253,WBGene00002185,WBGene00012123,0.913715878,0.415733826
405,WBGene00000609,WBGene00000716,WBGene00010440,WBGene00012167,WBGene00018960,WBGene00013361,WBGene00009246,WBGene00007556,WBGene00020830,WBGene00006732,0.932239181,0.47959122
406,WBGene00003893,WBGene00021628,WBGene00008229,WBGene00020146,WBGene00009135,WBGene00012395,WBGene00012927,WBGene00006929,WBGene00017696,WBGene00013594,0.913329039,0.560115961
407,WBGene00000673,WBGene00001157,WBGene00007780,WBGene00000833,WBGene00017967,WBGene00000444,WBGene00002176,WBGene00022034,WBGene00012780,WBGene00022493,0.88808531,0.563809001
408,WBGene00000609,WBGene00000716,WBGene00021709,WBGene00015561,WBGene00003530,WBGene00019244,WBGene00002056,WBGene00022195,WBGene00008410,WBGene00016260,0.923756806,0.591408413
409,WBGene00000609,WBGene00017698,WBGene00019813,WBGene00016427,WBGene00012592,WBGene00004166,WBGene00001048,WBGene00022694,WBGene00000138,WBGene00003134,0.919808473,0.528432204
410,WBGene00004014,WBGene00000609,WBGene00017687,WBGene00302978,WBGene00001510,WBGene00002217,WBGene00021735,WBGene00022613,WBGene00206487,WBGene00020104,0.897384237,0.563457886
411,WBGene00022245,WBGene00011527,WBGene00002129,WBGene00010922,WBGene00017062,WBGene00015861,WBGene00019220,WBGene00020941,WBGene00021247,WBGene00015310,0.880359392,0.552456573
412,WBGene00003893,WBGene00004014,WBGene00022195,WBGene00007712,WBGene00021538,WBGene00006066,WBGene00001175,WBGene00021765,WBGene00015098,WBGene00016314,0.89459804,0.64582334
413,WBGene00004014,WBGene00003893,WBGene00003821,WBGene00008283,WBGene00009793,WBGene00011739,WBGene00003902,WBGene00020782,WBGene00009052,WBGene00000163,0.893955182,0.636075561
414,WBGene00000609,WBGene00001157,WBGene00000670,WBGene00011830,WBGene00019125,WBGene00021661,WBGene00013319,WBGene00000984,WBGene00019427,WBGene00021443,0.936177453,0.434295405
415,WBGene00003893,WBGene00009215,WBGene00009386,WBGene00009662,WBGene00007277,WBGene00002040,WBGene00015466,WBGene00001753,WBGene00044420,WBGene00019008,0.892109173,0.560060589
416,WBGene00022245,WBGene00016458,WBGene00019813,WBGene00016084,WBGene00017916,WBGene00003695,WBGene00016701,WBGene00001046,WBGene00003060,WBGene00013703,0.914746703,0.589857159
417,WBGene00003893,WBGene00017698,WBGene00021443,WBGene00004498,WBGene00021247,WBGene00017962,WBGene00021704,WBGene00010539,WBGene00006843,WBGene00020029,0.910968695,0.670298297
418,WBGene00000597,WBGene00009246,WBGene00020149,WBGene00019813,WBGene00008666,WBGene00008669,WBGene00023419,WBGene00015580,WBGene00005007,WBGene00021813,0.89880094,0.617288569
419,WBGene00001155,WBGene00017852,WBGene00013531,WBGene00020625,WBGene00015899,WBGene00018189,WBGene00018615,WBGene00010066,WBGene00010772,WBGene00022110,0.87448227,0.489265731
420,WBGene00003893,WBGene00017852,WBGene00022854,WBGene00002980,WBGene00019611,WBGene00009243,WBGene00011095,WBGene00002062,WBGene00019787,WBGene00016453,0.910088753,0.566606195
421,WBGene00000609,WBGene00000670,WBGene00017184,WBGene00014697,WBGene00018483,WBGene00000716,WBGene00013225,WBGene00000761,WBGene00013334,WBGene00008621,0.894093749,0.611078131
422,WBGene00000609,WBGene00000716,WBGene00017698,WBGene00020149,WBGene00013391,WBGene00007403,WBGene00000880,WBGene00003175,WBGene00015357,WBGene00007100,0.88524426,0.707160237
423,WBGene00000609,WBGene00001157,WBGene00000670,WBGene00003589,WBGene00016965,WBGene00020530,WBGene00022292,WBGene00011556,WBGene00022683,WBGene00020149,0.911137005,0.647770608
424,WBGene00000609,WBGene00001157,WBGene00006863,WBGene00004014,WBGene00003572,WBGene00009336,WBGene00006461,WBGene00000813,WBGene00018578,WBGene00003611,0.906928081,0.605113126
425,WBGene00000609,WBGene00004014,WBGene00021863,WBGene00000670,WBGene00007848,WBGene00007395,WBGene00015008,WBGene00012258,WBGene00000148,WBGene00020935,0.902124637,0.596667336
426,WBGene00022245,WBGene00016458,WBGene00009086,WBGene00044324,WBGene00008959,WBGene00009224,WBGene00007956,WBGene00013679,WBGene00022200,WBGene00009679,0.912955635,0.539036971
427,WBGene00022245,WBGene00015145,WBGene00044665,WBGene00001758,WBGene00017358,WBGene00020740,WBGene00009469,WBGene00016957,WBGene00013308,WBGene00006447,0.88327442,0.51571542
428,WBGene00003893,WBGene00022854,WBGene00000670,WBGene00011155,WBGene00020369,WBGene00023068,WBGene00010308,WBGene00012829,WBGene00003844,WBGene00019203,0.916801383,0.54606556
429,WBGene00000609,WBGene00001157,WBGene00019294,WBGene00008720,WBGene00014243,WBGene00000716,WBGene00013481,WBGene00017065,WBGene00007528,WBGene00017069,0.89547109,0.6768437
430,WBGene00018037,WBGene00013878,WBGene00050914,WBGene00006373,WBGene00013103,WBGene00000175,WBGene00017089,WBGene00011348,WBGene00012405,WBGene00016057,0.900409857,0.480948021
431,WBGene00000609,WBGene00015497,WBGene00009944,WBGene00003619,WBGene00021351,WBGene00017124,WBGene00013462,WBGene00011924,WBGene00009443,WBGene00019863,0.879196407,0.628067336
432,WBGene00000609,WBGene00000670,WBGene00012943,WBGene00010066,WBGene00012405,WBGene00021051,WBGene00002040,WBGene00022191,WBGene00011072,WBGene00015249,0.927243123,0.499856065
433,WBGene00003371,WBGene00004014,WBGene00000423,WBGene00020102,WBGene00001591,WBGene00016629,WBGene00011944,WBGene00044891,WBGene00000998,WBGene00017583,0.890843983,0.528036703
434,WBGene00000609,WBGene00010304,WBGene00007848,WBGene00000118,WBGene00021945,WBGene00018146,WBGene00020102,WBGene00043060,WBGene00021370,WBGene00014176,0.926252303,0.592285572
435,WBGene00000609,WBGene00001157,WBGene00000716,WBGene00007070,WBGene00013225,WBGene00016373,WBGene00018249,WBGene00002230,WBGene00022499,WBGene00009551,0.91722154,0.532465471
436,WBGene00003893,WBGene00017852,WBGene00015451,WBGene00000545,WBGene00021555,WBGene00000752,WBGene00017184,WBGene00007429,WBGene00003576,WBGene00021009,0.903829678,0.537549853
437,WBGene00003893,WBGene00012900,WBGene00015251,WBGene00000833,WBGene00008384,WBGene00020540,WBGene00008995,WBGene00021493,WBGene00007145,WBGene00021043,0.899552869,0.46543236
438,WBGene00000597,WBGene00002181,WBGene00002129,WBGene00008669,WBGene00001709,WBGene00010725,WBGene00006863,WBGene00022493,WBGene00003748,WBGene00001564,0.92683876,0.472839747
439,WBGene00022245,WBGene00011526,WBGene00004256,WBGene00022508,WBGene00003916,WBGene00044061,WBGene00016905,WBGene00019629,WBGene00008131,WBGene00015940,0.900400063,0.557274058
440,WBGene00000609,WBGene00000670,WBGene00012339,WBGene00017184,WBGene00000283,WBGene00001516,WBGene00017583,WBGene00000138,WBGene00009082,WBGene00019620,0.875898578,0.559917294
441,WBGene00003371,WBGene00021628,WBGene00007848,WBGene00012212,WBGene00008174,WBGene00002980,WBGene00006672,WBGene00009082,WBGene00019213,WBGene00000169,0.903589167,0.568773213
442,WBGene00003893,WBGene00009246,WBGene00000444,WBGene00008720,WBGene00044493,WBGene00004803,WBGene00009192,WBGene00007331,WBGene00000227,WBGene00009635,0.88537881,0.552837019
443,WBGene00022245,WBGene00003898,WBGene00004014,WBGene00003576,WBGene00003619,WBGene00003825,WBGene00007012,WBGene00006785,WBGene00000237,WBGene00045291,0.884908451,0.633526971
444,WBGene00000609,WBGene00017698,WBGene00000716,WBGene00021247,WBGene00015301,WBGene00004311,WBGene00019683,WBGene00017089,WBGene00003093,WBGene00000914,0.909854712,0.660806613
